Location,Price,Total_Area,Price_per_SQFT,Baths,Balcony,BHK,State,Year,District,Temperature (°C),Condition,Humidity (%),Wind Speed (km/h),Disaster
"TAPAS,T Nagar, Chennai",25000000.0,1484,16850.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"AKB home ,Selaiyur, Chennai",3329999.9999999995,801,4160.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"india builder,Kathiravan Colony, Anna Nagar,Chennai",22500000.0,1461,15400.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Cheran Nagar, Perumbakkam,Chennai",8500000.0,1290,6590.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Pinnacle Crest,Sholinganallur, Chennai",5000000.0,608,8220.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Karapakkam, Chennai",5000000.0,561,8910.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Pudupakkam, Chennai",6500000.0,1250,5200.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Baskaran,Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",4000000.0,1500,2670.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"akshyam app,Irandam Kattalai, Thandalam,Chennai",4800000.0,760,6320.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Annanur, Ambattur,Chennai",6500000.0,1070,6070.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"color avenue,Cheran Nagar, Perumbakkam,Chennai",4000000.0,935,4280.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Balaji Nagar, Madipakkam,Chennai",5870000.0,865,6790.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Yeswanth Nagar, Madambakkam,Chennai",4000000.0,830,4820.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kalanikethan apartments ,Aspiran Garden Colony, Kilpauk,Chennai",14500000.0,1340,10820.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thangam apartment ,Kathiravan Colony, Anna Nagar,Chennai",17500000.0,1600,10940.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kelambakkam, Chennai",4400000.0,1237,3560.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Pudupakkam, Chennai",5700000.0,979,5820.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sendurpuram Extension, Iyyappanthangal,Chennai",3200000.0,556,5750.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Cheran Nagar, Perumbakkam,Chennai",4500000.0,840,5360.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Pudupakkam, Chennai",4100000.0,1064,3850.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Akarsh flats,Anthony Nagar, Kolathur,Chennai",6500000.0,932,6970.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Jothi towers,Cheran Nagar, Perumbakkam,Chennai",4500000.0,980,4590.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Avadi, Chennai",4100000.0,902,4540.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"MGR Puram West, Ayappakkam,Chennai",4200000.0,949,4420.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Adayalampet, Maduravoyal,Chennai",7719000.0,1245,6200.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ramakrishna Puram, West Mambalam,Chennai",16000000.0,1269,12610.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"United Colony, Kolathur,Chennai",6500000.0,2220,2930.0,4,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kundrathur, Chennai",1850000.0,480,3850.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ashvin Apartment,Poonamallee, Chennai",5300000.0,900,5890.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Hi Fi Enclave ,Iyyappanthangal, Chennai",8600000.0,1350,6370.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ak beryl,Kamakshi Nagar, Anakaputhur,Chennai",6998999.999999999,1238,5650.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Cheran Nagar, Perumbakkam,Chennai",5700000.0,1107,5150.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sri Sadhan Aynambakkam ,Agraharam, Kil Ayanambakkam,Chennai",5500000.0,908,6060.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Mogappair, Chennai",7500000.0,1250,6000.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"VEMBULI FLATS,Sambanthanar Nagar, Pammal,Chennai",5400000.0,980,5510.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Bangaru Colony, KK Nagar,Chennai",6400000.0,826,7750.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kalyanapuram, Ambattur,Chennai",6500000.0,840,7740.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"NSB Homes,Saraswathipuram, Chromepet,Chennai",4570000.0,900,5080.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kelambakkam, Chennai",3500000.0,690,5070.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Nesamani Nagar, Perumbakkam,Chennai",5400000.0,915,5900.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Virutcham,Cheran Nagar, Perumbakkam,Chennai",4500000.0,800,5630.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Guna home,Dharan Singh Colony, Vadapalani,Chennai",10000000.0,2400,4170.0,4,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Jeswant Nagar, Ambattur Industrial Estate,Chennai",4500000.0,608,7400.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vigneshwara Nagar, Tharapakkam,Chennai",4800000.0,900,5330.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Adayalampet, Maduravoyal,Chennai",5500000.0,840,6550.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Adayalampet, Maduravoyal,Chennai",6600000.0,1040,6350.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"VGP Prabhu Nagar, Medavakkam,Chennai",2800000.0,800,3500.0,4,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Leelavathi Nagar, Tharapakkam,Chennai",6800000.0,1050,6480.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Viswanatha Puram, Kodambakkam,Chennai",9600000.0,900,10670.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Goparasanallur, Kattupakkam,Chennai",8000000.0,941,8500.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"JC shelters ,Perungalathur, Chennai",4000000.0,822,4870.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Varadharajapuram, Chennai",5000000.0,1200,4170.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Parangi Malai, St Thomas Mount,Chennai",5700000.0,874,6520.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Annai Arul Park View Apartment,Rajakilpakkam, Chennai",8400000.0,1000,8400.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Arasankazhani, Sithalapakkam,Chennai",5600000.0,1129,4960.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Virrugambakkam, Koyambedu,Chennai",6500000.0,920,7070.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Avadi, Chennai",4500000.0,915,4920.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ananthamaya apartment,Bhavani Nagar, Pozhichalur,Chennai",3300000.0,2400,1380.0,4,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Periyar Nagar, Velachery,Chennai",10400000.0,1152,9000.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Manthope Colony, Ashok Nagar,Chennai",10500000.0,960,10940.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Natesa Nagar, Virugambakkam,Chennai",11500000.0,1365,8420.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Yesodha Court,Vandalur R.F., Chennai",3333000.0,1010,3300.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Unamancheri, Kolapakkam, Kolapakkam - Vandalur,Chennai",11000000.0,1734,6340.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"English county,Vengambakkam, Chennai",8600000.0,1645,5230.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vengambakkam, Chennai",9300000.0,1850,5030.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"ASK DREAM HOMES ,Mudichur, Chennai",3300000.0,830,3980.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Avadi, Chennai",6800000.0,1403,4850.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Gowri Garden,Kanathur, Uthandi,Chennai",4900000.0,965,5080.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Duraisamy Nagar, Kotturpuram,Chennai",24000000.0,1840,13040.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Shakthi Nagar, Kodambakkam,Chennai",8500000.0,916,9280.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"HI FI Enclave,VGN Nagar, Iyyappanthangal,Chennai",9891000.0,1350,7330.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Alangar,Tambaram East, Chennai",9900000.0,905,10940.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Karanai Puthuchery, Chennai",3500000.0,850,4120.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Maraimalai Nagar, Chennai",4600000.0,1200,3830.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vengaivasal, Medavakkam,Chennai",7500000.0,1000,7500.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Siruseri, Chennai",4500000.0,830,5420.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Anna Nagar, Chennai",8900000.0,857,10380.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Siddharth Sriyaji apartments,Choolai, Chennai",10000000.0,1150,8700.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Senganmal, Chennai",4200000.0,1060,3960.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Karunakaran Enclave,Jagannathan Colony, Perambur,Chennai",12000000.0,944,12710.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Karapakkam, Chennai",7000000.0,1240,5640.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Dharmarajapuram, Kolapakkam,Chennai",8500000.0,941,9030.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Aquasphere,Semmanjeri, Semmancheri,Chennai",5400000.0,1150,4700.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Mambakkam-Chengalpattu , Chennai",3100000.0,625,4960.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"CTO colony ,Tambaram Mount, West Tambaram,Chennai",7500000.0,1200,6250.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kanathur Reddikuppam, Chennai",4700000.0,710,6620.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Alapakkam, Maduravoyal,Chennai",7800000.0,801,9740.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Panchayat Colony, Pammal,Chennai",6500000.0,850,7650.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Arjunamedu, Thiruverkkadu,Chennai",17000000.0,2800,6070.0,4,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Mambakkam-Chengalpattu , Chennai",3125000.0,625,5000.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Pranav Foundations,Girigori Nagar, Manapakkam,Chennai",7000000.0,1365,5130.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"R D Appartment,Kamakshi Nagar, Anakaputhur,Chennai",6400000.0,1250,5120.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"VOC Nagar, Pammal,Chennai",5200000.0,840,6190.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Perumanttunallur, Chennai",2100000.0,486,4320.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Egattur, Chennai",7600000.0,1439,5280.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kamaraj Nagar, Perungudi,Chennai",7000000.0,1080,6480.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Tirumala Nagar Annexe, Perungudi,Chennai",7200000.0,1105,6510.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Bharathi Nagar, Chennai",7200000.0,1309,5500.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Royal nest apartment chrompet ,Thiruneermalai, Chennai",7500000.0,1640,4570.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Adhanur, Chennai",5500000.0,917,6000.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Own building ,Ramakrishna Puram, West Mambalam,Chennai",45000000.0,3700,12160.0,3,Yes,8.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ponmar, Chennai",2800000.0,659,4250.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Yasodha Court,Vandalur R.F., Chennai",3333000.0,1010,3300.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"ORAGADAM,Gandhi Nagar, Oragadam Ambattur,Chennai",8000000.0,1859,4300.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Chembarambakkam, Chennai",3400000.0,1042,3260.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"DSP ICON,Sithalapakkam, Chennai",2800000.0,502,5580.0,2,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Evergreen Royal Bloom Apartments ,Vandalur R.F., Chennai",3400000.0,827,4110.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Lakshmipuram, Chromepet,Chennai",7000000.0,750,9330.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thirumangalam, Anna Nagar West,Chennai",9500000.0,1100,8640.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Hananya Homes,Kelambakkam, Chennai",4200000.0,873,4810.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"SUBHA FLATS MEDAVAKKAM,Ranganathapuram, Medavakkam,Chennai",5700000.0,1035,5510.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Rani Anna Nagar, Thiruverkkadu,Chennai",5500000.0,1066,5160.0,3,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sai Ganesh Nagar, Jalladian Pet,Chennai",6500000.0,1207,5380.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Veppampattu, Chennai",3900000.0,999,3900.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"KK Nagar, Mangadu,Chennai",7300000.0,1200,6080.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Bharathidasan Colony, KK Nagar,Chennai",9500000.0,831,11430.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Dev appartments puzuthivakkam ,Puzhuthivakkam, Madipakkam,Chennai",9900000.0,1000,9900.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Madambakkam, Chennai",3440000.0,693,4960.0,2,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Padhuvancherry, Madambakkam,Chennai",4200000.0,832,5050.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Arasankazhani, Sithalapakkam,Chennai",7500000.0,1405,5340.0,3,No,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Brics ambattur,Vivek Nagar, Ambattur,Chennai",5100000.0,865,5890.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Janaki Flats,Perungalathur, Chennai",7000000.0,936,7480.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Natesan Nagar, Madhavaram,Chennai",4700000.0,1100,4270.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Pallikaranai, Chennai",9000000.0,1346,6690.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Suriyammapet, Saidapet,Chennai",6000000.0,700,8570.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Balaji Nagar, Perungalathur,Chennai",4500000.0,834,5390.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Iyyapa Nagar, Chennai",2850000.0,619,4600.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kamdar Nagar, Nungambakkam,Chennai",13500000.0,1150,11740.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Agastheeswarar Nagar, Pozhichalur,Chennai",3900000.0,898,4340.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Avadi, Chennai",3800000.0,700,5430.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thiruvenkatapuram, Choolaimedu,Chennai",11000000.0,1260,8730.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Avadi, Chennai",3000000.0,735,4080.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Parthasarathy Puram, T Nagar,Chennai",11500000.0,990,11620.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thirumangalam, Anna Nagar West,Chennai",10700000.0,890,12020.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kannan Colony, Pazhavanthangal,Chennai",7330000.0,595,12320.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Shiradi,Shakthi Nagar, Kodambakkam,Chennai",12000000.0,1170,10260.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sadasivam Nagar, Sembakkam,Chennai",5300000.0,913,5800.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Suyambu Ganapathi Apartment,CIT Nagar, Chennai",19400000.0,1300,14920.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kilpauk, Chennai",5800000.0,970,5980.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Vanuvampet, Madipakkam,Chennai",5950000.0,755,7880.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Selaiyur, Chennai",4500000.0,840,5360.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Murugan Nagar, Kolathur,Chennai",4000000.0,656,6100.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Korattur Tank, Korattur,Chennai",3800000.0,656,5790.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Happy Homes Nangallur,I Cross Extension, Nanganallur,Chennai",6773999.999999999,650,10420.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Rajaji Nagar, Villivakkam,Chennai",5900000.0,778,7580.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Nungambakkam, Chennai",47000000.0,2700,17410.0,4,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kamaraj Nagar, Choolaimedu,Chennai",70000000.0,7094,9870.0,1,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Bhuvana enclave,Sadasivam Nagar, Madipakkam,Chennai",4800000.0,920,5220.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Prashanthi avanue Ayapakkam,Teachers Colony, Ambattur,Chennai",6200000.0,1075,5770.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Aspiran Garden Colony, Kilpauk,Chennai",25000000.0,2500,10000.0,4,Yes,6.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Mahindra World City, Chennai",2900000.0,1000,2900.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sendhur tower alwarpet ,Sri Ram Nagar, Alwarpet,Chennai",16000000.0,1350,11850.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Urapakkam, Chennai",2700000.0,660,4090.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"NEW CONSTRUCTION,Pallikaranai, Chennai",5800000.0,800,7250.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Thiruvenkada Nagar, Thirunindravur,Chennai",4200000.0,850,4940.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Rajakilpakkam, Chennai",3000000.0,510,5880.0,2,Yes,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Rajnis Gopala ,Avvai Nagar, Choolaimedu,Chennai",6000000.0,828,7250.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kondithope, George Town,Chennai",9000000.0,1100,8180.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Prakash Nagar, Ponniammanmedu,Chennai",12500000.0,1000,12500.0,3,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Naveen Builders,Rajakilpakkam, Chennai",4500000.0,880,5110.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Potheri,SRM Nagar, Kattankulathur,Chennai",3300000.0,700,4710.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Cheran Nagar, Perumbakkam,Chennai",6000000.0,1100,5450.0,3,No,1.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Sakthi Avenue, Gerugambakkam,Chennai",6800000.0,1100,6180.0,3,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Kamaraj Nagar, Choolaimedu,Chennai",6000000.0,1500,4000.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Akash Nagar, Tharapakkam,Chennai",4000000.0,790,5060.0,2,Yes,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Ambiente paradise ,Mel Ayanambakkam, Kil Ayanambakkam,Chennai",5500000.0,1047,5250.0,3,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Adharsh shelter,Tiru Vi Ka Nagar, Perambur,Chennai",5000000.0,750,6670.0,2,No,2.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
"Purasawalkam, Chennai",20000000.0,2500,8000.0,4,Yes,3.0,Tamil Nadu,2005,Ariyalur,24.3,Mist,89,10.1,stampede
